,x,z,IC
1345,42,1,1.0
1346,42,2,1.0
1347,42,3,1.0
1348,42,4,1.0
1349,42,5,1.0
1350,42,6,4.0
1351,42,7,5.0
1352,42,8,5.0
1353,42,9,5.0
1354,42,10,5.0
1355,42,11,5.0
1356,42,12,5.0
1357,42,13,5.0
1358,42,14,5.0
1359,42,15,5.0
1360,42,16,5.0
1361,42,17,5.0
1362,42,18,5.0
1363,42,19,5.0
1364,42,20,5.0
1365,42,21,5.0
1366,42,22,5.0
1367,42,23,5.0
1368,42,24,5.0
1369,42,25,5.0
1370,42,26,5.0
1371,42,27,5.0
1372,42,28,5.0
1373,42,29,5.0
1374,42,30,5.0
1375,42,31,5.0
1376,43,0,1.0
1377,43,1,1.0
1378,43,2,1.0
1379,43,3,1.0
1380,43,4,1.0
1381,43,5,1.0
1382,43,6,4.0
1383,43,7,5.0
1384,43,8,5.0
1385,43,9,5.0
1386,43,10,5.0
1387,43,11,5.0
1388,43,12,5.0
1389,43,13,5.0
1390,43,14,5.0
1391,43,15,5.0
1392,43,16,5.0
1393,43,17,5.0
1394,43,18,5.0
1395,43,19,5.0
1396,43,20,5.0
1397,43,21,5.0
1398,43,22,5.0
1399,43,23,5.0
1400,43,24,5.0
1401,43,25,5.0
1402,43,26,5.0
1403,43,27,5.0
1404,43,28,5.0
1405,43,29,5.0
1406,43,30,5.0
1407,43,31,5.0
1408,44,0,1.0
1409,44,1,1.0
1410,44,2,1.0
1411,44,3,1.0
1412,44,4,1.0
1413,44,5,1.0
1414,44,6,4.0
1415,44,7,5.0
1416,44,8,5.0
1417,44,9,5.0
1418,44,10,5.0
1419,44,11,5.0
1420,44,12,5.0
1421,44,13,5.0
1422,44,14,5.0
1423,44,15,5.0
1424,44,16,5.0
1425,44,17,5.0
1426,44,18,5.0
1427,44,19,5.0
1428,44,20,5.0
1429,44,21,5.0
1430,44,22,5.0
1431,44,23,5.0
1432,44,24,5.0
1433,44,25,5.0
1434,44,26,5.0
1435,44,27,5.0
1436,44,28,5.0
1437,44,29,5.0
1438,44,30,5.0
1439,44,31,5.0
1440,45,0,1.0
1441,45,1,1.0
1442,45,2,1.0
1443,45,3,1.0
1444,45,4,1.0
1445,45,5,1.0
1446,45,6,4.0
1447,45,7,5.0
1448,45,8,5.0
1449,45,9,5.0
1450,45,10,5.0
1451,45,11,5.0
1452,45,12,5.0
1453,45,13,5.0
1454,45,14,5.0
1455,45,15,5.0
1456,45,16,5.0
1457,45,17,5.0
1458,45,18,5.0
1459,45,19,5.0
1460,45,20,5.0
1461,45,21,5.0
1462,45,22,5.0
1463,45,23,5.0
1464,45,24,5.0
1465,45,25,5.0
1466,45,26,5.0
1467,45,27,5.0
1468,45,28,5.0
1469,45,29,5.0
1470,45,30,5.0
1471,45,31,5.0
1472,46,0,1.0
1473,46,1,1.0
1474,46,2,1.0
1475,46,3,1.0
1476,46,4,1.0
1477,46,5,1.0
1478,46,6,4.0
1479,46,7,5.0
1480,46,8,5.0
1481,46,9,5.0
1482,46,10,5.0
1483,46,11,5.0
1484,46,12,5.0
1485,46,13,5.0
1486,46,14,5.0
1487,46,15,5.0
1488,46,16,5.0
1489,46,17,5.0
1490,46,18,5.0
1491,46,19,5.0
1492,46,20,5.0
1493,46,21,5.0
1494,46,22,5.0
1495,46,23,5.0
1496,46,24,5.0
1497,46,25,5.0
1498,46,26,5.0
1499,46,27,5.0
1500,46,28,5.0
1501,46,29,5.0
1502,46,30,5.0
1503,46,31,5.0
1504,47,0,1.0
1505,47,1,1.0
1506,47,2,1.0
1507,47,3,1.0
1508,47,4,1.0
1509,47,5,1.0
1510,47,6,4.0
1511,47,7,5.0
1512,47,8,5.0
1513,47,9,5.0
1514,47,10,5.0
1515,47,11,5.0
1516,47,12,5.0
1517,47,13,5.0
1518,47,14,5.0
1519,47,15,5.0
1520,47,16,5.0
1521,47,17,5.0
1522,47,18,5.0
1523,47,19,5.0
1524,47,20,5.0
1525,47,21,5.0
1526,47,22,5.0
1527,47,23,5.0
1528,47,24,5.0
1529,47,25,5.0
1530,47,26,5.0
1531,47,27,5.0
1532,47,28,5.0
1533,47,29,5.0
1534,47,30,5.0
1535,47,31,5.0
1536,48,0,1.0
1537,48,1,1.0
1538,48,2,1.0
1539,48,3,1.0
1540,48,4,1.0
1541,48,5,1.0
1542,48,6,4.0
1543,48,7,5.0
1544,48,8,5.0
1545,48,9,5.0
1546,48,10,5.0
1547,48,11,5.0
1548,48,12,5.0
1549,48,13,5.0
1550,48,14,5.0
1551,48,15,5.0
1552,48,16,5.0
1553,48,17,5.0
1554,48,18,5.0
1555,48,19,5.0
1556,48,20,5.0
1557,48,21,5.0
1558,48,22,5.0
1559,48,23,5.0
1560,48,24,5.0
1561,48,25,5.0
1562,48,26,5.0
1563,48,27,5.0
1564,48,28,5.0
1565,48,29,5.0
1566,48,30,5.0
1567,48,31,5.0
1568,49,0,1.0
1569,49,1,1.0
1570,49,2,1.0
1571,49,3,1.0
1572,49,4,1.0
1573,49,5,1.0
1574,49,6,4.0
1575,49,7,5.0
1576,49,8,5.0
1577,49,9,5.0
1578,49,10,5.0
1579,49,11,5.0
1580,49,12,5.0
1581,49,13,5.0
1582,49,14,5.0
1583,49,15,5.0
1584,49,16,5.0
1585,49,17,5.0
1586,49,18,5.0
1587,49,19,5.0
1588,49,20,5.0
1589,49,21,5.0
1590,49,22,5.0
1591,49,23,5.0
1592,49,24,5.0
1593,49,25,5.0
1594,49,26,5.0
1595,49,27,5.0
1596,49,28,5.0
1597,49,29,5.0
1598,49,30,5.0
1599,49,31,5.0
1600,50,0,1.0
1601,50,1,1.0
1602,50,2,1.0
1603,50,3,1.0
1604,50,4,1.0
1605,50,5,1.0
1606,50,6,4.0
1607,50,7,5.0
1608,50,8,5.0
1609,50,9,5.0
1610,50,10,5.0
1611,50,11,5.0
1612,50,12,5.0
1613,50,13,5.0
1614,50,14,5.0
1615,50,15,5.0
1616,50,16,5.0
1617,50,17,5.0
1618,50,18,5.0
1619,50,19,5.0
1620,50,20,5.0
1621,50,21,5.0
1622,50,22,5.0
1623,50,23,5.0
1624,50,24,5.0
1625,50,25,5.0
1626,50,26,5.0
1627,50,27,5.0
1628,50,28,5.0
1629,50,29,5.0
1630,50,30,5.0
1631,50,31,5.0
1632,51,0,1.0
1633,51,1,1.0
1634,51,2,1.0
1635,51,3,1.0
1636,51,4,1.0
1637,51,5,1.0
1638,51,6,4.0
1639,51,7,4.0
1640,51,8,5.0
1641,51,9,5.0
1642,51,10,5.0
1643,51,11,5.0
1644,51,12,5.0
1645,51,13,5.0
1646,51,14,5.0
1647,51,15,5.0
1648,51,16,5.0
1649,51,17,5.0
1650,51,18,5.0
1651,51,19,5.0
1652,51,20,5.0
1653,51,21,5.0
1654,51,22,5.0
1655,51,23,5.0
1656,51,24,5.0
1657,51,25,5.0
1658,51,26,5.0
1659,51,27,5.0
1660,51,28,5.0
1661,51,29,5.0
1662,51,30,5.0
1663,51,31,5.0
1664,52,0,1.0
1665,52,1,1.0
1666,52,2,1.0
1667,52,3,1.0
1668,52,4,1.0
1669,52,5,1.0
1670,52,6,4.0
1671,52,7,4.0
1672,52,8,5.0
1673,52,9,5.0
1674,52,10,5.0
1675,52,11,5.0
1676,52,12,5.0
1677,52,13,5.0
1678,52,14,5.0
1679,52,15,5.0
1680,52,16,5.0
1681,52,17,5.0
1682,52,18,5.0
1683,52,19,5.0
1684,52,20,5.0
1685,52,21,5.0
1686,52,22,5.0
1687,52,23,5.0
1688,52,24,5.0
1689,52,25,5.0
1690,52,26,5.0
1691,52,27,5.0
1692,52,28,5.0
1693,52,29,5.0
1694,52,30,5.0
1695,52,31,5.0
1696,53,0,1.0
1697,53,1,1.0
1698,53,2,1.0
1699,53,3,1.0
1700,53,4,1.0
1701,53,5,1.0
1702,53,6,4.0
1703,53,7,4.0
1704,53,8,5.0
1705,53,9,5.0
1706,53,10,5.0
1707,53,11,5.0
1708,53,12,5.0
1709,53,13,5.0
1710,53,14,5.0
1711,53,15,5.0
1712,53,16,5.0
1713,53,17,5.0
1714,53,18,5.0
1715,53,19,5.0
1716,53,20,5.0
1717,53,21,5.0
1718,53,22,5.0
1719,53,23,5.0
1720,53,24,5.0
1721,53,25,5.0
1722,53,26,5.0
1723,53,27,5.0
1724,53,28,5.0
1725,53,29,5.0
1726,53,30,5.0
1727,53,31,5.0
1728,54,0,1.0
1729,54,1,1.0
1730,54,2,1.0
1731,54,3,1.0
1732,54,4,1.0
1733,54,5,1.0
1734,54,6,4.0
1735,54,7,4.0
1736,54,8,5.0
1737,54,9,5.0
1738,54,10,5.0
1739,54,11,5.0
1740,54,12,5.0
1741,54,13,5.0
1742,54,14,5.0
1743,54,15,5.0
1744,54,16,5.0
1745,54,17,5.0
1746,54,18,5.0
1747,54,19,5.0
1748,54,20,5.0
1749,54,21,5.0
1750,54,22,5.0
1751,54,23,5.0
1752,54,24,5.0
1753,54,25,5.0
1754,54,26,5.0
1755,54,27,5.0
1756,54,28,5.0
1757,54,29,5.0
1758,54,30,5.0
1759,54,31,5.0
1760,55,0,1.0
1761,55,1,1.0
1762,55,2,1.0
1763,55,3,1.0
1764,55,4,1.0
1765,55,5,1.0
1766,55,6,4.0
1767,55,7,4.0
1768,55,8,5.0
1769,55,9,5.0
1770,55,10,5.0
1771,55,11,5.0
1772,55,12,5.0
1773,55,13,5.0
1774,55,14,5.0
1775,55,15,5.0
1776,55,16,5.0
1777,55,17,5.0
1778,55,18,5.0
1779,55,19,5.0
1780,55,20,5.0
1781,55,21,5.0
1782,55,22,5.0
1783,55,23,5.0
1784,55,24,5.0
1785,55,25,5.0
1786,55,26,5.0
1787,55,27,5.0
1788,55,28,5.0
1789,55,29,5.0
1790,55,30,5.0
1791,55,31,5.0
1792,56,0,1.0
1793,56,1,1.0
1794,56,2,1.0
1795,56,3,1.0
1796,56,4,1.0
1797,56,5,1.0
1798,56,6,4.0
1799,56,7,4.0
1800,56,8,5.0
1801,56,9,5.0
1802,56,10,5.0
1803,56,11,5.0
1804,56,12,5.0
1805,56,13,5.0
1806,56,14,5.0
1807,56,15,5.0
1808,56,16,5.0
1809,56,17,5.0
1810,56,18,5.0
1811,56,19,5.0
1812,56,20,5.0
1813,56,21,5.0
1814,56,22,5.0
1815,56,23,5.0
1816,56,24,5.0
1817,56,25,5.0
1818,56,26,5.0
1819,56,27,5.0
1820,56,28,5.0
1821,56,29,5.0
1822,56,30,5.0
1823,56,31,5.0
1824,57,0,1.0
1825,57,1,1.0
1826,57,2,1.0
1827,57,3,1.0
1828,57,4,1.0
1829,57,5,1.0
1830,57,6,4.0
1831,57,7,4.0
1832,57,8,5.0
1833,57,9,5.0
1834,57,10,5.0
1835,57,11,5.0
1836,57,12,5.0
1837,57,13,5.0
1838,57,14,5.0
1839,57,15,5.0
1840,57,16,5.0
1841,57,17,5.0
1842,57,18,5.0
1843,57,19,5.0
1844,57,20,5.0
1845,57,21,5.0
1846,57,22,5.0
1847,57,23,5.0
1848,57,24,5.0
1849,57,25,5.0
1850,57,26,5.0
1851,57,27,5.0
1852,57,28,5.0
1853,57,29,5.0
1854,57,30,5.0
1855,57,31,5.0
1856,58,0,1.0
1857,58,1,1.0
1858,58,2,1.0
1859,58,3,1.0
1860,58,4,1.0
1861,58,5,1.0
1862,58,6,4.0
1863,58,7,4.0
1864,58,8,5.0
1865,58,9,5.0
1866,58,10,5.0
1867,58,11,5.0
1868,58,12,5.0
1869,58,13,5.0
1870,58,14,5.0
1871,58,15,5.0
1872,58,16,5.0
1873,58,17,5.0
1874,58,18,5.0
1875,58,19,5.0
1876,58,20,5.0
1877,58,21,5.0
1878,58,22,5.0
1879,58,23,5.0
1880,58,24,5.0
1881,58,25,5.0
1882,58,26,5.0
1883,58,27,5.0
1884,58,28,5.0
1885,58,29,5.0
1886,58,30,5.0
1887,58,31,5.0
1888,59,0,1.0
1889,59,1,1.0
1890,59,2,1.0
1891,59,3,1.0
1892,59,4,1.0
1893,59,5,1.0
1894,59,6,4.0
1895,59,7,4.0
1896,59,8,5.0
1897,59,9,5.0
1898,59,10,5.0
1899,59,11,5.0
1900,59,12,5.0
1901,59,13,5.0
1902,59,14,5.0
1903,59,15,5.0
1904,59,16,5.0
1905,59,17,5.0
1906,59,18,5.0
1907,59,19,5.0
1908,59,20,5.0
1909,59,21,5.0
1910,59,22,5.0
1911,59,23,5.0
1912,59,24,5.0
1913,59,25,5.0
1914,59,26,5.0
1915,59,27,5.0
1916,59,28,5.0
1917,59,29,5.0
1918,59,30,5.0
1919,59,31,5.0
1920,60,0,1.0
1921,60,1,1.0
1922,60,2,1.0
1923,60,3,1.0
1924,60,4,1.0
1925,60,5,1.0
1926,60,6,4.0
1927,60,7,4.0
1928,60,8,5.0
1929,60,9,5.0
1930,60,10,5.0
1931,60,11,5.0
1932,60,12,5.0
1933,60,13,5.0
1934,60,14,5.0
1935,60,15,5.0
1936,60,16,5.0
1937,60,17,5.0
1938,60,18,5.0
1939,60,19,5.0
1940,60,20,5.0
1941,60,21,5.0
1942,60,22,5.0
1943,60,23,5.0
1944,60,24,5.0
1945,60,25,5.0
1946,60,26,5.0
1947,60,27,5.0
1948,60,28,5.0
1949,60,29,5.0
1950,60,30,5.0
1951,60,31,5.0
1952,61,0,1.0
1953,61,1,1.0
1954,61,2,1.0
1955,61,3,1.0
1956,61,4,1.0
1957,61,5,1.0
1958,61,6,4.0
1959,61,7,4.0
1960,61,8,5.0
1961,61,9,5.0
1962,61,10,5.0
1963,61,11,5.0
1964,61,12,5.0
1965,61,13,5.0
1966,61,14,5.0
1967,61,15,5.0
1968,61,16,5.0
1969,61,17,5.0
1970,61,18,5.0
1971,61,19,5.0
1972,61,20,5.0
1973,61,21,5.0
1974,61,22,5.0
1975,61,23,5.0
1976,61,24,5.0
1977,61,25,5.0
1978,61,26,5.0
1979,61,27,5.0
1980,61,28,5.0
1981,61,29,5.0
1982,61,30,5.0
1983,61,31,5.0
1984,62,0,1.0
1985,62,1,1.0
1986,62,2,1.0
1987,62,3,1.0
1988,62,4,1.0
1989,62,5,1.0
1990,62,6,4.0
1991,62,7,4.0
1992,62,8,5.0
1993,62,9,5.0
1994,62,10,5.0
1995,62,11,5.0
1996,62,12,5.0
1997,62,13,5.0
1998,62,14,5.0
1999,62,15,5.0
2000,62,16,5.0
2001,62,17,5.0
2002,62,18,5.0
2003,62,19,5.0
2004,62,20,5.0
2005,62,21,5.0
2006,62,22,5.0
2007,62,23,5.0
2008,62,24,5.0
2009,62,25,5.0
2010,62,26,5.0
2011,62,27,5.0
2012,62,28,5.0
2013,62,29,5.0
2014,62,30,5.0
2015,62,31,5.0
2016,63,0,1.0
2017,63,1,1.0
2018,63,2,1.0
2019,63,3,1.0
2020,63,4,1.0
2021,63,5,1.0
2022,63,6,4.0
2023,63,7,4.0
2024,63,8,5.0
2025,63,9,5.0
2026,63,10,5.0
2027,63,11,5.0
2028,63,12,5.0
2029,63,13,5.0
2030,63,14,5.0
2031,63,15,5.0
2032,63,16,5.0
2033,63,17,5.0
2034,63,18,5.0
2035,63,19,5.0
2036,63,20,5.0
2037,63,21,5.0
2038,63,22,5.0
2039,63,23,5.0
2040,63,24,5.0
2041,63,25,5.0
2042,63,26,5.0
2043,63,27,5.0
2044,63,28,5.0
2045,63,29,5.0
2046,63,30,5.0
2047,63,31,5.0
2048,64,0,1.0
2049,64,1,1.0
2050,64,2,1.0
2051,64,3,1.0
2052,64,4,1.0
2053,64,5,1.0
2054,64,6,4.0
2055,64,7,4.0
2056,64,8,5.0
2057,64,9,5.0
2058,64,10,5.0
2059,64,11,5.0
2060,64,12,5.0
2061,64,13,5.0
2062,64,14,5.0
2063,64,15,5.0
2064,64,16,5.0
2065,64,17,5.0
2066,64,18,5.0
2067,64,19,5.0
2068,64,20,5.0
2069,64,21,5.0
2070,64,22,5.0
2071,64,23,5.0
2072,64,24,5.0
2073,64,25,5.0
2074,64,26,5.0
2075,64,27,5.0
2076,64,28,5.0
2077,64,29,5.0
2078,64,30,5.0
2079,64,31,5.0
2080,65,0,1.0
2081,65,1,1.0
2082,65,2,1.0
2083,65,3,1.0
2084,65,4,1.0
2085,65,5,1.0
2086,65,6,1.0
2087,65,7,4.0
2088,65,8,5.0
2089,65,9,5.0
2090,65,10,5.0
2091,65,11,5.0
2092,65,12,5.0
2093,65,13,5.0
2094,65,14,5.0
2095,65,15,5.0
2096,65,16,5.0
2097,65,17,5.0
2098,65,18,5.0
2099,65,19,5.0
2100,65,20,5.0
2101,65,21,5.0
2102,65,22,5.0
2103,65,23,5.0
2104,65,24,5.0
2105,65,25,5.0
2106,65,26,5.0
2107,65,27,5.0
2108,65,28,5.0
2109,65,29,5.0
2110,65,30,5.0
2111,65,31,5.0
2112,66,0,1.0
2113,66,1,1.0
2114,66,2,1.0
2115,66,3,1.0
2116,66,4,1.0
2117,66,5,1.0
2118,66,6,1.0
2119,66,7,4.0
2120,66,8,5.0
2121,66,9,5.0
2122,66,10,5.0
2123,66,11,5.0
2124,66,12,5.0
2125,66,13,5.0
2126,66,14,5.0
2127,66,15,5.0
2128,66,16,5.0
2129,66,17,5.0
2130,66,18,5.0
2131,66,19,5.0
2132,66,20,5.0
2133,66,21,5.0
2134,66,22,5.0
2135,66,23,5.0
2136,66,24,5.0
2137,66,25,5.0
2138,66,26,5.0
2139,66,27,5.0
2140,66,28,5.0
2141,66,29,5.0
2142,66,30,5.0
2143,66,31,5.0
2144,67,0,1.0
2145,67,1,1.0
2146,67,2,1.0
2147,67,3,1.0
2148,67,4,1.0
2149,67,5,1.0
2150,67,6,1.0
2151,67,7,4.0
2152,67,8,4.0
2153,67,9,5.0
2154,67,10,5.0
2155,67,11,5.0
2156,67,12,5.0
2157,67,13,5.0
2158,67,14,5.0
2159,67,15,5.0
2160,67,16,5.0
2161,67,17,5.0
2162,67,18,5.0
2163,67,19,5.0
2164,67,20,5.0
2165,67,21,5.0
2166,67,22,5.0
2167,67,23,5.0
2168,67,24,5.0
2169,67,25,5.0
2170,67,26,5.0
2171,67,27,5.0
2172,67,28,5.0
2173,67,29,5.0
2174,67,30,5.0
2175,67,31,5.0
2176,68,0,1.0
2177,68,1,1.0
2178,68,2,1.0
2179,68,3,1.0
2180,68,4,1.0
2181,68,5,1.0
2182,68,6,1.0
2183,68,7,4.0
2184,68,8,4.0
2185,68,9,5.0
2186,68,10,5.0
2187,68,11,5.0
2188,68,12,5.0
2189,68,13,5.0
2190,68,14,5.0
2191,68,15,5.0
2192,68,16,5.0
2193,68,17,5.0
2194,68,18,5.0
2195,68,19,5.0
2196,68,20,5.0
2197,68,21,5.0
2198,68,22,5.0
2199,68,23,5.0
2200,68,24,5.0
2201,68,25,5.0
2202,68,26,5.0
2203,68,27,5.0
2204,68,28,5.0
2205,68,29,5.0
2206,68,30,5.0
2207,68,31,5.0
2208,69,0,1.0
2209,69,1,1.0
2210,69,2,1.0
2211,69,3,1.0
2212,69,4,1.0
2213,69,5,1.0
2214,69,6,1.0
2215,69,7,4.0
2216,69,8,4.0
2217,69,9,5.0
2218,69,10,5.0
2219,69,11,5.0
2220,69,12,5.0
2221,69,13,5.0
2222,69,14,5.0
2223,69,15,5.0
2224,69,16,5.0
2225,69,17,5.0
2226,69,18,5.0
2227,69,19,5.0
2228,69,20,5.0
2229,69,21,5.0
2230,69,22,5.0
2231,69,23,5.0
2232,69,24,5.0
2233,69,25,5.0
2234,69,26,5.0
2235,69,27,5.0
2236,69,28,5.0
2237,69,29,5.0
2238,69,30,5.0
2239,69,31,5.0
2240,70,0,1.0
2241,70,1,1.0
2242,70,2,1.0
2243,70,3,1.0
2244,70,4,1.0
2245,70,5,1.0
2246,70,6,1.0
2247,70,7,4.0
2248,70,8,4.0
2249,70,9,5.0
2250,70,10,5.0
2251,70,11,5.0
2252,70,12,5.0
2253,70,13,5.0
2254,70,14,5.0
2255,70,15,5.0
2256,70,16,5.0
2257,70,17,5.0
2258,70,18,5.0
2259,70,19,5.0
2260,70,20,5.0
2261,70,21,5.0
2262,70,22,5.0
2263,70,23,5.0
2264,70,24,5.0
2265,70,25,5.0
2266,70,26,5.0
2267,70,27,5.0
2268,70,28,5.0
2269,70,29,5.0
2270,70,30,5.0
2271,70,31,5.0
2272,71,0,1.0
2273,71,1,1.0
2274,71,2,1.0
2275,71,3,1.0
2276,71,4,1.0
2277,71,5,1.0
2278,71,6,1.0
2279,71,7,4.0
2280,71,8,4.0
2281,71,9,5.0
2282,71,10,5.0
2283,71,11,5.0
2284,71,12,5.0
2285,71,13,5.0
2286,71,14,5.0
2287,71,15,5.0
2288,71,16,5.0
2289,71,17,5.0
2290,71,18,5.0
2291,71,19,5.0
2292,71,20,5.0
2293,71,21,5.0
2294,71,22,5.0
2295,71,23,5.0
2296,71,24,5.0
2297,71,25,5.0
2298,71,26,5.0
2299,71,27,5.0
2300,71,28,5.0
2301,71,29,5.0
2302,71,30,5.0
2303,71,31,5.0
2304,72,0,1.0
2305,72,1,1.0
2306,72,2,1.0
2307,72,3,1.0
2308,72,4,1.0
2309,72,5,1.0
2310,72,6,1.0
2311,72,7,4.0
2312,72,8,4.0
2313,72,9,5.0
2314,72,10,5.0
2315,72,11,5.0
2316,72,12,5.0
2317,72,13,5.0
2318,72,14,5.0
2319,72,15,5.0
2320,72,16,5.0
2321,72,17,5.0
2322,72,18,5.0
2323,72,19,5.0
2324,72,20,5.0
2325,72,21,5.0
2326,72,22,5.0
2327,72,23,5.0
2328,72,24,5.0
2329,72,25,5.0
2330,72,26,5.0
2331,72,27,5.0
2332,72,28,5.0
2333,72,29,5.0
2334,72,30,5.0
2335,72,31,5.0
2336,73,0,1.0
2337,73,1,1.0
2338,73,2,1.0
2339,73,3,1.0
2340,73,4,1.0
2341,73,5,1.0
2342,73,6,1.0
2343,73,7,4.0
2344,73,8,4.0
2345,73,9,5.0
2346,73,10,5.0
2347,73,11,5.0
2348,73,12,5.0
2349,73,13,5.0
2350,73,14,5.0
2351,73,15,5.0
2352,73,16,5.0
2353,73,17,5.0
2354,73,18,5.0
2355,73,19,5.0
2356,73,20,5.0
2357,73,21,5.0
2358,73,22,5.0
2359,73,23,5.0
2360,73,24,5.0
2361,73,25,5.0
2362,73,26,5.0
2363,73,27,5.0
2364,73,28,5.0
2365,73,29,5.0
2366,73,30,5.0
2367,73,31,5.0
2368,74,0,1.0
2369,74,1,1.0
2370,74,2,1.0
2371,74,3,1.0
2372,74,4,1.0
2373,74,5,1.0
2374,74,6,1.0
2375,74,7,4.0
2376,74,8,4.0
2377,74,9,5.0
2378,74,10,5.0
2379,74,11,5.0
2380,74,12,5.0
2381,74,13,5.0
2382,74,14,5.0
2383,74,15,5.0
2384,74,16,5.0
2385,74,17,5.0
2386,74,18,5.0
2387,74,19,5.0
2388,74,20,5.0
2389,74,21,5.0
2390,74,22,5.0
2391,74,23,5.0
2392,74,24,5.0
2393,74,25,5.0
2394,74,26,5.0
2395,74,27,5.0
2396,74,28,5.0
2397,74,29,5.0
2398,74,30,5.0
2399,74,31,5.0
2400,75,0,1.0
2401,75,1,1.0
2402,75,2,1.0
2403,75,3,1.0
2404,75,4,1.0
2405,75,5,1.0
2406,75,6,1.0
2407,75,7,4.0
2408,75,8,4.0
2409,75,9,5.0
2410,75,10,5.0
2411,75,11,5.0
2412,75,12,5.0
2413,75,13,5.0
2414,75,14,5.0
2415,75,15,5.0
2416,75,16,5.0
2417,75,17,5.0
2418,75,18,5.0
2419,75,19,5.0
2420,75,20,5.0
2421,75,21,5.0
2422,75,22,5.0
2423,75,23,5.0
2424,75,24,5.0
2425,75,25,5.0
2426,75,26,5.0
2427,75,27,5.0
2428,75,28,5.0
2429,75,29,5.0
2430,75,30,5.0
2431,75,31,5.0
2432,76,0,1.0
2433,76,1,1.0
2434,76,2,1.0
2435,76,3,1.0
2436,76,4,1.0
2437,76,5,1.0
2438,76,6,1.0
2439,76,7,4.0
2440,76,8,4.0
2441,76,9,5.0
2442,76,10,5.0
2443,76,11,5.0
2444,76,12,5.0
2445,76,13,5.0
2446,76,14,5.0
2447,76,15,5.0
2448,76,16,5.0
2449,76,17,5.0
2450,76,18,5.0
2451,76,19,5.0
2452,76,20,5.0
2453,76,21,5.0
2454,76,22,5.0
2455,76,23,5.0
2456,76,24,5.0
2457,76,25,5.0
2458,76,26,5.0
2459,76,27,5.0
2460,76,28,5.0
2461,76,29,5.0
2462,76,30,5.0
2463,76,31,5.0
2464,77,0,1.0
2465,77,1,1.0
2466,77,2,1.0
2467,77,3,1.0
2468,77,4,1.0
2469,77,5,1.0
2470,77,6,1.0
2471,77,7,4.0
2472,77,8,4.0
2473,77,9,5.0
2474,77,10,5.0
2475,77,11,5.0
2476,77,12,5.0
2477,77,13,5.0
2478,77,14,5.0
2479,77,15,5.0
2480,77,16,5.0
2481,77,17,5.0
2482,77,18,5.0
2483,77,19,5.0
2484,77,20,5.0
2485,77,21,5.0
2486,77,22,5.0
2487,77,23,5.0
2488,77,24,5.0
2489,77,25,5.0
2490,77,26,5.0
2491,77,27,5.0
2492,77,28,5.0
2493,77,29,5.0
2494,77,30,5.0
2495,77,31,5.0
2496,78,0,1.0
2497,78,1,1.0
2498,78,2,1.0
2499,78,3,1.0
2500,78,4,1.0
2501,78,5,1.0
2502,78,6,1.0
2503,78,7,4.0
2504,78,8,4.0
2505,78,9,5.0
2506,78,10,5.0
2507,78,11,5.0
2508,78,12,5.0
2509,78,13,5.0
2510,78,14,5.0
2511,78,15,5.0
2512,78,16,5.0
2513,78,17,5.0
2514,78,18,5.0
2515,78,19,5.0
2516,78,20,5.0
2517,78,21,5.0
2518,78,22,5.0
2519,78,23,5.0
2520,78,24,5.0
2521,78,25,5.0
2522,78,26,5.0
2523,78,27,5.0
2524,78,28,5.0
2525,78,29,5.0
2526,78,30,5.0
2527,78,31,5.0
2528,79,0,1.0
2529,79,1,1.0
2530,79,2,1.0
2531,79,3,1.0
2532,79,4,1.0
2533,79,5,1.0
2534,79,6,1.0
2535,79,7,4.0
2536,79,8,4.0
2537,79,9,4.0
2538,79,10,5.0
2539,79,11,5.0
2540,79,12,5.0
2541,79,13,5.0
2542,79,14,5.0
2543,79,15,5.0
2544,79,16,5.0
2545,79,17,5.0
2546,79,18,5.0
2547,79,19,5.0
2548,79,20,5.0
2549,79,21,5.0
2550,79,22,5.0
2551,79,23,5.0
2552,79,24,5.0
2553,79,25,5.0
2554,79,26,5.0
2555,79,27,5.0
2556,79,28,5.0
2557,79,29,5.0
2558,79,30,5.0
2559,79,31,5.0
2560,80,0,1.0
2561,80,1,1.0
2562,80,2,1.0
2563,80,3,1.0
2564,80,4,1.0
2565,80,5,1.0
2566,80,6,1.0
2567,80,7,4.0
2568,80,8,4.0
2569,80,9,4.0
2570,80,10,5.0
2571,80,11,5.0
2572,80,12,5.0
2573,80,13,5.0
2574,80,14,5.0
2575,80,15,5.0
2576,80,16,5.0
2577,80,17,5.0
2578,80,18,5.0
2579,80,19,5.0
2580,80,20,5.0
2581,80,21,5.0
2582,80,22,5.0
2583,80,23,5.0
2584,80,24,5.0
2585,80,25,5.0
2586,80,26,5.0
2587,80,27,5.0
2588,80,28,5.0
2589,80,29,5.0
2590,80,30,5.0
2591,80,31,5.0
2592,81,0,1.0
2593,81,1,1.0
2594,81,2,1.0
2595,81,3,1.0
2596,81,4,1.0
2597,81,5,1.0
2598,81,6,1.0
2599,81,7,4.0
2600,81,8,4.0
2601,81,9,4.0
2602,81,10,5.0
2603,81,11,5.0
2604,81,12,5.0
2605,81,13,5.0
2606,81,14,5.0
2607,81,15,5.0
2608,81,16,5.0
2609,81,17,5.0
2610,81,18,5.0
2611,81,19,5.0
2612,81,20,5.0
2613,81,21,5.0
2614,81,22,5.0
2615,81,23,5.0
2616,81,24,5.0
